年度,チーム,,投　手,登板,勝利,敗北,セ｜ブ,ホ｜ル,ＨＰ,完投,完封勝,無四球,勝率,打者,投球回,,安打,本塁打,四球,故意四,死球,三振,暴投,ボ｜ク,失点,自責点,防御率
2012,横浜DeNAベイスターズ,,牛田　成樹,5,0,0,0,0,0,0,0,0,0,34,7,,10,1,5,0,0,10,0,0,5,5,6.43
2012,横浜DeNAベイスターズ,,江尻　慎太郎,2,0,0,0,0,0,0,0,0,0,20,4,,7,2,3,0,0,3,0,0,6,6,13.5
2012,横浜DeNAベイスターズ,*,大原　慎司,33,1,0,0,5,6,0,0,0,1,143,35,,31,2,15,3,0,20,2,0,7,7,1.8
2012,横浜DeNAベイスターズ,,加賀　繁,61,0,2,0,26,26,0,0,0,0,175,44,,34,4,11,2,2,45,0,0,14,14,2.86
2012,横浜DeNAベイスターズ,,加賀美　希昇,10,3,3,0,0,1,1,0,0,0.5,250,57,0.2,56,3,19,1,2,40,4,0,25,21,3.28
2012,横浜DeNAベイスターズ,,菊地　和正,63,3,2,1,14,17,0,0,0,0.6,204,49,0.1,34,2,24,4,2,19,1,0,15,13,2.37
2012,横浜DeNAベイスターズ,*,クレイマー,2,0,1,0,0,0,0,0,0,0,48,8,0.1,17,2,6,0,0,5,0,0,10,10,10.8
2012,横浜DeNAベイスターズ,,国吉　佑樹,19,4,12,0,0,0,1,1,0,0.25,498,112,0.2,108,10,59,2,2,95,4,0,57,46,3.67
2012,横浜DeNAベイスターズ,,小杉　陽太,17,1,0,0,0,0,0,0,0,1,139,32,0.1,34,1,9,1,4,26,3,0,19,18,5.01
2012,横浜DeNAベイスターズ,,小林　太志,35,2,3,0,1,2,0,0,0,0.4,337,77,,76,8,23,2,11,44,3,0,36,32,3.74
2012,横浜DeNAベイスターズ,*,佐藤　祥万,6,0,0,0,1,1,0,0,0,0,31,7,,9,1,3,0,0,4,0,0,5,5,6.43
2012,横浜DeNAベイスターズ,,ジオ,8,1,6,0,0,0,0,0,0,0.143,179,39,,46,2,18,0,2,42,0,0,18,17,3.92
2012,横浜DeNAベイスターズ,*,篠原　貴行,50,1,3,0,16,17,0,0,0,0.25,105,22,,25,2,12,2,3,12,1,0,14,12,4.91
2012,横浜DeNAベイスターズ,,須田　幸太,2,0,2,0,0,0,0,0,0,0,45,9,0.1,12,1,7,0,0,7,0,0,9,9,8.68
2012,横浜DeNAベイスターズ,,高崎　健太郎,24,7,10,0,0,0,2,0,0,0.412,643,151,0.2,155,9,40,0,4,97,2,0,63,54,3.2
2012,横浜DeNAベイスターズ,*,田中　健二朗,15,0,2,0,0,0,0,0,0,0,153,34,0.2,38,3,8,0,2,27,1,0,19,18,4.67
2012,横浜DeNAベイスターズ,,ハミルトン,9,0,0,0,1,1,0,0,0,0,59,13,0.1,16,2,5,1,0,8,0,0,11,11,7.43
2012,横浜DeNAベイスターズ,*,林　昌範,32,0,0,0,4,4,0,0,0,0,132,33,,26,2,12,1,0,26,4,1,7,7,1.91
2012,横浜DeNAベイスターズ,*,ブランドン,16,2,8,0,0,0,0,0,0,0.2,301,69,0.1,66,3,29,0,3,42,1,1,43,41,5.32
2012,横浜DeNAベイスターズ,,福田　岳洋,5,0,0,0,0,0,0,0,0,0,41,8,0.1,9,1,5,0,1,6,0,0,10,9,9.72
2012,横浜DeNAベイスターズ,,福山　博之,2,0,0,0,0,0,0,0,0,0,10,2,,3,0,1,0,1,0,0,0,4,4,18
2012,横浜DeNAベイスターズ,*,藤井　秀悟,16,7,7,0,0,0,0,0,0,0.5,358,84,,83,7,37,1,1,40,1,0,36,35,3.75
2012,横浜DeNAベイスターズ,,藤江　均,52,3,5,1,21,24,0,0,0,0.375,202,49,0.2,37,4,18,2,2,42,2,2,18,18,3.26
2012,横浜DeNAベイスターズ,,三浦　大輔,25,9,9,0,0,0,6,1,1,0.5,738,182,0.2,160,15,48,4,3,107,4,0,61,58,2.86
2012,横浜DeNAベイスターズ,,山口　俊,60,1,2,22,3,4,0,0,0,0.333,258,62,,46,1,22,4,5,62,2,0,13,12,1.74
2012,横浜DeNAベイスターズ,*,山本　省吾,6,1,4,0,0,0,1,1,1,0.2,154,34,0.1,36,5,15,1,1,15,0,0,18,17,4.46
2012,横浜DeNAベイスターズ,*,王　溢正,6,0,4,0,0,0,0,0,0,0,124,24,0.1,32,4,19,0,3,15,2,0,25,24,8.88
2012,東京ヤクルトスワローズ,*,赤川　克紀,28,8,9,0,0,0,2,1,0,0.471,668,156,0.2,156,13,52,2,9,91,5,0,73,66,3.79
2012,東京ヤクルトスワローズ,,阿部　健太,15,0,0,0,0,0,0,0,0,0,62,15,,12,1,6,1,0,9,0,0,6,6,3.6
2012,東京ヤクルトスワローズ,*,石川　雅規,27,8,11,0,0,0,2,1,0,0.421,721,172,0.2,175,14,41,2,5,100,4,0,77,69,3.6
2012,東京ヤクルトスワローズ,,林　昌勇,9,0,0,0,3,3,0,0,0,0,28,7,,6,0,2,0,0,7,0,0,0,0,0
2012,東京ヤクルトスワローズ,*,ウーゴ,1,0,0,0,0,0,0,0,0,0,6,0,0.2,0,0,4,0,0,0,0,0,1,1,13.5
2012,東京ヤクルトスワローズ,,押本　健彦,65,4,1,1,22,26,0,0,0,0.8,261,59,0.2,64,9,21,2,2,49,1,0,26,24,3.62
2012,東京ヤクルトスワローズ,,小野寺　力,4,0,0,0,0,0,0,0,0,0,20,4,0.2,6,1,0,0,0,4,0,0,4,4,7.71
2012,東京ヤクルトスワローズ,*,久古　健太郎,9,0,0,0,1,1,0,0,0,0,37,8,,9,2,3,0,0,6,0,0,7,5,5.63
2012,東京ヤクルトスワローズ,,七條　祐樹,6,2,3,0,0,0,0,0,0,0.4,131,30,,30,3,12,0,2,12,0,0,15,14,4.2
2012,東京ヤクルトスワローズ,*,正田　樹,24,0,0,0,3,3,0,0,0,0,108,25,0.1,31,0,5,0,2,14,0,1,9,8,2.84
2012,東京ヤクルトスワローズ,,館山　昌平,25,12,8,0,1,1,2,1,0,0.6,676,168,0.1,141,7,45,3,6,119,2,0,45,42,2.25
2012,東京ヤクルトスワローズ,*,中澤　雅人,3,2,0,0,0,0,0,0,0,1,66,15,,15,0,5,0,2,8,1,0,4,4,2.4
2012,東京ヤクルトスワローズ,,バーネット,57,1,2,33,3,4,0,0,0,0.333,213,54,0.1,44,4,11,0,2,52,2,0,15,11,1.82
2012,東京ヤクルトスワローズ,*,日高　亮,66,3,2,0,15,18,0,0,0,0.6,213,51,0.1,41,2,21,0,1,40,1,0,19,17,2.98
2012,東京ヤクルトスワローズ,,平井　諒,22,2,2,1,2,4,0,0,0,0.5,82,19,,21,3,5,0,1,10,0,0,12,12,5.68
2012,東京ヤクルトスワローズ,,フェルナンデス,9,1,0,0,0,1,0,0,0,1,61,12,0.2,15,2,9,0,1,4,0,0,10,10,7.11
2012,東京ヤクルトスワローズ,,増渕　竜義,49,2,7,0,8,9,0,0,0,0.222,331,73,0.2,80,6,34,1,2,63,5,0,45,44,5.38
2012,東京ヤクルトスワローズ,,松井　光介,20,1,0,0,1,2,0,0,0,1,77,18,,17,1,6,0,1,12,2,0,9,9,4.5
2012,東京ヤクルトスワローズ,,松岡　健一,7,0,0,0,2,2,0,0,0,0,29,6,0.1,8,0,2,0,1,5,0,0,0,0,0
2012,東京ヤクルトスワローズ,*,村中　恭兵,25,10,7,0,0,1,3,2,0,0.588,633,144,,155,6,60,1,5,89,3,0,65,62,3.88
2012,東京ヤクルトスワローズ,*,八木　亮祐,3,1,0,0,0,0,0,0,0,1,65,15,,10,1,11,0,1,13,1,0,4,3,1.8
2012,東京ヤクルトスワローズ,,山本　哲哉,50,2,2,0,17,19,0,0,0,0.5,183,44,0.2,41,1,15,0,3,38,1,0,6,6,1.21
2012,東京ヤクルトスワローズ,,ロマン,26,9,11,0,0,0,3,2,0,0.45,703,165,0.2,152,8,69,3,6,96,8,3,59,56,3.04
2012,東京ヤクルトスワローズ,*,渡辺　恒樹,3,0,0,0,0,0,0,0,0,0,13,2,,5,1,2,0,0,2,1,0,3,3,13.5
2012,福岡ソフトバンクホークス,,新垣　渚,15,6,5,0,0,0,1,0,1,0.545,335,78,0.2,66,4,38,0,4,56,8,0,42,40,4.58
2012,福岡ソフトバンクホークス,,岩嵜　翔,29,5,10,0,3,4,2,0,0,0.333,498,120,0.1,113,5,27,0,3,77,1,0,46,42,3.14
2012,福岡ソフトバンクホークス,*,大隣　憲司,25,12,8,0,0,0,6,3,1,0.6,705,177,0.1,147,9,46,0,4,134,4,0,45,40,2.03
2012,福岡ソフトバンクホークス,,大場　翔太,10,2,5,0,0,0,1,0,0,0.286,186,45,0.1,30,1,16,0,4,41,2,0,16,12,2.38
2012,福岡ソフトバンクホークス,*,岡島　秀樹,56,0,2,9,24,24,0,0,0,0,181,47,0.2,34,1,6,0,0,36,3,0,6,5,0.94
2012,福岡ソフトバンクホークス,,カストロ,3,0,0,0,0,0,0,0,0,0,14,3,,5,1,0,0,0,2,0,0,3,2,6
2012,福岡ソフトバンクホークス,,甲藤　啓介,6,0,1,0,0,0,0,0,0,0,29,6,0.1,5,0,5,0,0,3,0,0,2,2,2.84
2012,福岡ソフトバンクホークス,,金澤　健人,49,1,0,0,7,8,0,0,0,1,184,44,0.1,36,2,14,2,3,28,2,0,18,12,2.44
2012,福岡ソフトバンクホークス,*,神内　靖,20,0,0,0,4,4,0,0,0,0,101,24,0.2,22,3,4,0,1,24,2,0,15,15,5.47
2012,福岡ソフトバンクホークス,*,嘉弥真　新也,4,0,0,0,0,0,0,0,0,0,23,4,0.1,6,0,5,0,0,2,0,0,8,6,12.46
2012,福岡ソフトバンクホークス,*,川原　弘之,2,0,0,0,0,0,0,0,0,0,10,3,,1,0,0,0,0,3,0,0,0,0,0
2012,福岡ソフトバンクホークス,,金　無英,29,1,1,0,3,4,0,0,0,0.5,132,31,0.1,31,1,7,0,0,28,2,0,10,6,1.72
2012,福岡ソフトバンクホークス,,攝津　正,27,17,5,0,0,0,3,2,1,0.773,770,193,0.1,148,8,54,0,2,153,1,0,46,41,1.91
2012,福岡ソフトバンクホークス,,千賀　滉大,2,0,1,0,0,0,0,0,0,0,29,4,0.2,7,0,8,0,0,1,0,0,7,5,9.64
2012,福岡ソフトバンクホークス,,武田　翔太,11,8,1,0,0,0,1,1,0,0.889,262,67,,40,1,26,0,1,67,0,0,9,8,1.07
2012,福岡ソフトバンクホークス,,巽　真悟,4,0,1,0,0,0,0,0,0,0,62,11,0.1,18,2,7,0,2,5,3,0,13,11,8.74
2012,福岡ソフトバンクホークス,,ドイル,3,1,1,0,0,0,0,0,0,0.5,60,12,0.2,14,1,9,0,1,7,1,0,7,5,3.55
2012,福岡ソフトバンクホークス,,二保　旭,3,0,0,0,0,0,0,0,0,0,28,6,,4,0,4,0,2,3,0,0,1,1,1.5
2012,福岡ソフトバンクホークス,*,ピント,2,1,1,0,0,0,0,0,0,0.5,39,7,0.1,9,1,7,0,1,6,1,1,8,6,7.36
2012,福岡ソフトバンクホークス,,ファルケンボーグ,23,0,1,13,4,4,0,0,0,0,88,23,,14,1,8,0,0,26,1,0,4,4,1.57
2012,福岡ソフトバンクホークス,,藤岡　好明,39,1,0,0,8,9,0,0,0,1,175,45,0.1,36,0,9,0,0,34,1,0,8,6,1.19
2012,福岡ソフトバンクホークス,,ペニー,1,0,1,0,0,0,0,0,0,0,19,3,0.1,7,0,3,0,0,1,1,0,6,4,10.8
2012,福岡ソフトバンクホークス,*,帆足　和幸,1,0,1,0,0,0,0,0,0,0,15,2,0.2,5,0,3,0,1,1,0,0,4,4,13.5
2012,福岡ソフトバンクホークス,*,森福　允彦,65,2,5,17,24,26,0,0,0,0.286,235,58,0.1,40,1,17,3,3,55,0,0,12,9,1.39
2012,福岡ソフトバンクホークス,,柳瀬　明宏,35,0,1,2,15,15,0,0,0,0,112,27,0.2,22,1,7,0,2,37,1,0,7,5,1.63
2012,福岡ソフトバンクホークス,*,山田　大樹,24,8,10,0,0,0,1,0,1,0.444,623,148,0.2,129,10,57,0,9,83,1,0,51,46,2.78
2012,福岡ソフトバンクホークス,*,陽　耀勲,9,2,3,0,1,1,1,1,1,0.4,168,42,0.2,24,1,18,0,4,45,1,0,10,7,1.48
2012,福岡ソフトバンクホークス,,吉川　輝昭,25,0,1,0,0,0,0,0,0,0,142,32,0.1,27,3,18,1,2,23,1,0,21,19,5.29
2012,福岡ソフトバンクホークス,,ロメロ,3,0,0,0,0,0,0,0,0,0,13,2,0.2,5,1,0,0,0,2,0,0,4,3,10.13
2012,千葉ロッテマリーンズ,,阿部　和成,6,0,2,0,0,0,0,0,0,0,111,27,0.1,28,3,5,0,0,6,0,0,13,12,3.95
2012,千葉ロッテマリーンズ,,伊藤　義弘,6,0,1,0,2,2,0,0,0,0,24,6,,8,0,1,0,0,3,0,0,4,2,3
2012,千葉ロッテマリーンズ,,上野　大樹,5,0,1,0,0,0,0,0,0,0,104,26,,24,2,6,0,2,11,0,1,9,8,2.77
2012,千葉ロッテマリーンズ,,内　竜也,27,1,1,4,9,10,0,0,0,0.5,102,25,,23,2,4,3,3,23,0,0,7,5,1.8
2012,千葉ロッテマリーンズ,,大谷　智久,42,4,6,0,5,7,0,0,0,0.4,345,81,0.2,84,1,19,1,1,44,2,0,30,29,3.2
2012,千葉ロッテマリーンズ,,荻野　忠寛,5,0,0,0,1,1,0,0,0,0,23,5,0.2,5,2,1,0,0,3,0,0,2,2,3.18
2012,千葉ロッテマリーンズ,,小野　晋吾,15,2,5,0,0,1,0,0,0,0.286,336,81,,74,6,17,0,5,42,2,0,32,31,3.44
2012,千葉ロッテマリーンズ,,カルロス・ロサ,16,0,1,0,1,1,0,0,0,0,77,15,,24,2,6,0,1,13,1,0,13,10,6
2012,千葉ロッテマリーンズ,,香月　良仁,2,1,1,0,0,0,0,0,0,0.5,40,8,0.1,10,0,6,0,0,5,0,0,8,5,5.4
2012,千葉ロッテマリーンズ,,唐川　侑己,12,8,2,0,0,0,3,0,1,0.8,341,84,0.2,81,4,15,1,2,32,0,1,26,25,2.66
2012,千葉ロッテマリーンズ,*,木村　雄太,4,0,0,0,0,0,0,0,0,0,31,6,0.2,7,1,3,0,1,7,0,0,3,3,4.05
2012,千葉ロッテマリーンズ,,グライシンガー,25,12,8,0,0,0,3,1,2,0.6,666,168,0.2,144,5,24,0,5,112,3,3,52,42,2.24
2012,千葉ロッテマリーンズ,*,中後　悠平,27,2,0,0,5,7,0,0,0,1,96,20,0.1,21,1,13,0,4,15,0,1,11,11,4.87
2012,千葉ロッテマリーンズ,,中郷　大樹,44,3,1,0,6,9,0,0,0,0.75,276,68,,54,4,18,1,5,36,1,1,21,19,2.51
2012,千葉ロッテマリーンズ,*,成瀬　善久,28,12,11,0,0,0,5,2,1,0.522,806,200,0.2,176,21,34,1,2,122,4,0,71,63,2.83
2012,千葉ロッテマリーンズ,,橋本　健太郎,13,0,0,0,1,1,0,0,0,0,70,15,,13,1,8,0,2,12,1,1,9,7,4.2
2012,千葉ロッテマリーンズ,*,藤岡　貴裕,21,6,7,0,0,0,1,0,0,0.462,508,115,0.1,113,9,51,1,4,83,2,0,48,43,3.36
2012,千葉ロッテマリーンズ,*,古谷　拓哉,10,0,0,0,0,0,0,0,0,0,48,9,0.1,15,2,6,0,0,2,0,0,6,6,5.79
2012,千葉ロッテマリーンズ,,ペン,4,1,2,0,0,0,0,0,0,0.333,87,20,0.1,21,0,7,0,0,15,1,0,11,9,3.98
2012,千葉ロッテマリーンズ,,マシス,6,1,4,0,0,0,0,0,0,0.2,124,26,0.1,41,2,8,0,0,14,1,2,19,19,6.49
2012,千葉ロッテマリーンズ,,益田　直也,72,2,2,1,41,43,0,0,0,0.5,308,75,0.1,61,2,19,3,2,57,2,0,25,14,1.67
2012,千葉ロッテマリーンズ,*,松本　幸大,3,0,0,0,0,0,0,0,0,0,13,2,0.1,5,0,1,0,0,1,0,0,2,2,7.71
2012,千葉ロッテマリーンズ,,南　昌輝,26,1,0,0,6,7,0,0,0,1,110,25,,19,0,15,0,1,22,1,0,1,1,0.36
2012,千葉ロッテマリーンズ,,薮田　安彦,61,1,6,26,8,9,0,0,0,0.143,250,56,0.2,58,4,22,6,3,43,0,0,22,21,3.34
2012,千葉ロッテマリーンズ,*,吉見　祐治,8,1,2,0,0,0,0,0,0,0.333,135,31,0.1,30,3,13,0,0,16,0,0,18,18,5.17
2012,千葉ロッテマリーンズ,*,レデズマ,1,0,0,0,0,0,0,0,0,0,7,1,,2,0,1,0,0,1,0,0,3,2,18
2012,千葉ロッテマリーンズ,,渡辺　俊介,13,4,4,0,0,0,1,0,1,0.5,302,69,0.2,80,7,13,0,2,22,0,0,36,34,4.39
2012,東北楽天ゴールデンイーグルス,,青山　浩二,61,5,4,22,2,7,0,0,0,0.556,260,64,0.2,48,2,19,0,4,54,1,0,18,18,2.51
2012,東北楽天ゴールデンイーグルス,*,有銘　兼久,1,0,0,0,0,0,0,0,0,0,1,+,,0,0,1,0,0,0,0,0,0,0,0
2012,東北楽天ゴールデンイーグルス,,井上　雄介,2,0,0,0,0,0,0,0,0,0,17,3,0.2,6,0,0,0,0,3,2,0,2,2,4.91
2012,東北楽天ゴールデンイーグルス,,上園　啓史,1,0,1,0,0,0,0,0,0,0,21,4,0.2,7,0,2,0,1,2,1,1,3,3,5.79
2012,東北楽天ゴールデンイーグルス,*,片山　博視,41,0,2,0,12,12,0,0,0,0,134,28,0.2,36,2,12,0,2,21,2,0,12,12,3.77
2012,東北楽天ゴールデンイーグルス,,加藤　大輔,35,1,0,0,2,3,0,0,0,1,235,53,0.2,50,2,21,0,2,37,4,1,24,20,3.35
2012,東北楽天ゴールデンイーグルス,,釜田　佳直,20,7,4,0,0,0,2,1,0,0.636,501,112,0.1,126,4,38,0,7,77,6,0,48,41,3.28
2012,東北楽天ゴールデンイーグルス,*,辛島　航,16,8,5,0,0,0,0,0,0,0.615,414,103,0.1,87,4,22,0,5,79,4,0,30,29,2.53
2012,東北楽天ゴールデンイーグルス,*,川井　貴志,8,2,1,0,1,1,0,0,0,0.667,127,28,0.2,32,4,6,0,4,10,0,0,10,9,2.83
2012,東北楽天ゴールデンイーグルス,,菊池　保則,4,1,1,0,0,0,0,0,0,0.5,110,25,,30,2,5,0,1,24,3,0,9,8,2.88
2012,東北楽天ゴールデンイーグルス,,小山　伸一郎,57,1,2,0,25,26,0,0,0,0.333,202,49,0.2,34,3,21,0,2,42,5,0,13,11,1.99
2012,東北楽天ゴールデンイーグルス,*,佐竹　健太,3,0,0,0,0,0,0,0,0,0,23,4,,8,3,2,0,0,1,0,0,8,7,15.75
2012,東北楽天ゴールデンイーグルス,*,塩見　貴洋,19,6,10,0,0,0,2,1,1,0.375,450,106,0.2,102,9,33,1,4,67,3,0,45,44,3.71
2012,東北楽天ゴールデンイーグルス,*,下柳　剛,4,0,2,0,0,0,0,0,0,0,80,17,,27,0,1,0,3,4,0,0,10,10,5.29
2012,東北楽天ゴールデンイーグルス,,ダックワース,6,3,1,0,0,0,0,0,0,0.75,150,36,0.1,32,4,8,0,1,22,3,3,14,13,3.22
2012,東北楽天ゴールデンイーグルス,,高堀　和也,13,3,0,0,2,5,0,0,0,1,59,15,0.2,10,0,1,0,3,12,0,0,2,2,1.15
2012,東北楽天ゴールデンイーグルス,,田中　将大,22,10,4,0,0,0,8,3,4,0.714,696,173,,160,4,19,0,2,169,4,0,45,36,1.87
2012,東北楽天ゴールデンイーグルス,,土屋　朋弘,8,1,0,0,0,1,0,0,0,1,31,8,0.2,5,0,3,0,0,2,0,0,1,1,1.04
2012,東北楽天ゴールデンイーグルス,,戸村　健次,9,3,2,0,0,0,0,0,0,0.6,170,38,,51,1,11,0,0,19,1,0,17,16,3.79
2012,東北楽天ゴールデンイーグルス,,永井　怜,5,1,3,0,0,0,0,0,0,0.25,118,27,0.1,29,1,10,0,2,22,1,0,10,10,3.29
2012,東北楽天ゴールデンイーグルス,*,ハウザー,58,1,2,1,22,23,0,0,0,0.333,192,48,0.1,33,3,15,0,4,29,2,1,17,17,3.17
2012,東北楽天ゴールデンイーグルス,,橋本　義隆,8,0,0,0,0,0,0,0,0,0,44,9,0.1,14,0,1,0,2,6,1,0,5,5,4.82
2012,東北楽天ゴールデンイーグルス,,ヒメネス,18,5,10,0,0,0,1,0,0,0.333,460,108,0.2,102,6,39,1,6,63,6,0,45,38,3.15
2012,東北楽天ゴールデンイーグルス,,美馬　学,23,8,10,0,0,1,2,0,0,0.444,633,154,0.2,142,12,36,0,5,108,5,0,55,53,3.08
2012,東北楽天ゴールデンイーグルス,,武藤　好貴,9,0,0,0,0,0,0,0,0,0,59,14,,10,0,8,0,0,10,1,0,9,8,5.14
2012,東北楽天ゴールデンイーグルス,,ラズナー,46,1,3,6,17,18,0,0,0,0.25,174,42,,36,3,12,0,0,32,1,0,15,13,2.79
2012,北海道日本ハムファイターズ,*,石井　裕也,18,2,1,0,6,8,0,0,0,0.667,65,17,,8,2,6,0,0,18,0,0,3,3,1.59
2012,北海道日本ハムファイターズ,,糸数　敬作,1,0,0,0,0,0,0,0,0,0,3,0,0.1,1,0,1,0,0,0,0,0,0,0,0
2012,北海道日本ハムファイターズ,*,乾　真大,36,1,2,0,2,3,0,0,0,0.333,140,32,0.2,28,3,16,0,0,32,0,2,20,20,5.51
2012,北海道日本ハムファイターズ,,ウルフ,26,10,9,0,0,0,1,0,0,0.526,628,149,,155,2,40,3,6,83,0,0,49,44,2.66
2012,北海道日本ハムファイターズ,,植村　祐介,9,1,0,0,0,1,0,0,0,1,51,12,,8,1,7,0,1,12,0,0,5,5,3.75
2012,北海道日本ハムファイターズ,,木田　優夫,1,0,0,0,0,0,0,0,0,0,5,1,,2,0,1,0,0,0,0,0,0,0,0
2012,北海道日本ハムファイターズ,,ケッペル,2,0,1,0,0,0,0,0,0,0,31,6,,12,0,2,0,0,2,0,0,6,6,9
2012,北海道日本ハムファイターズ,,斎藤　佑樹,19,5,8,0,0,0,2,1,0,0.385,480,104,,126,8,48,1,2,59,5,0,60,46,3.98
2012,北海道日本ハムファイターズ,,榊原　諒,17,0,0,0,2,2,0,0,0,0,94,21,0.1,23,2,8,0,0,18,3,0,9,7,2.95
2012,北海道日本ハムファイターズ,,武田　久,56,4,4,32,3,7,0,0,0,0.5,230,54,0.1,56,2,19,3,0,34,2,0,14,14,2.32
2012,北海道日本ハムファイターズ,*,武田　勝,28,11,7,0,0,0,4,2,2,0.611,709,182,0.2,159,10,30,1,4,90,0,0,50,48,2.36
2012,北海道日本ハムファイターズ,,多田野　数人,18,6,5,0,1,1,0,0,0,0.545,372,90,,92,9,17,0,1,48,2,1,41,37,3.7
2012,北海道日本ハムファイターズ,,谷元　圭介,28,2,2,0,7,8,0,0,0,0.5,257,61,0.1,61,3,16,0,1,39,1,1,24,24,3.52
2012,北海道日本ハムファイターズ,*,土屋　健二,1,0,1,0,0,0,0,0,0,0,5,+,,4,1,1,0,0,0,0,0,5,5,----
2012,北海道日本ハムファイターズ,,中村　勝,8,2,2,0,0,0,0,0,0,0.5,184,45,0.1,36,2,16,0,1,29,1,0,10,9,1.79
2012,北海道日本ハムファイターズ,*,根本　朋久,7,0,0,0,0,0,0,0,0,0,44,12,0.1,8,0,4,0,0,6,0,0,0,0,0
2012,北海道日本ハムファイターズ,,増井　浩俊,73,5,5,7,45,50,0,0,0,0.5,298,71,0.2,65,2,25,2,0,69,4,0,26,22,2.76
2012,北海道日本ハムファイターズ,*,宮西　尚生,66,2,2,0,39,41,0,0,0,0.5,244,60,,51,4,14,1,4,56,0,0,18,15,2.25
2012,北海道日本ハムファイターズ,,モルケン,23,2,1,0,9,11,0,0,0,0.667,91,22,,20,1,8,1,0,18,0,3,8,8,3.27
2012,北海道日本ハムファイターズ,,森内　壽春,56,0,1,0,16,16,0,0,0,0,247,60,0.2,49,6,24,1,0,37,1,0,27,27,4.01
2012,北海道日本ハムファイターズ,*,八木　智哉,13,6,3,0,0,0,1,1,0,0.667,285,66,0.2,67,4,16,1,6,37,3,0,27,25,3.38
2012,北海道日本ハムファイターズ,,矢貫　俊之,22,1,0,1,1,2,0,0,0,1,144,33,0.1,34,4,15,0,0,23,2,0,12,12,3.24
2012,北海道日本ハムファイターズ,*,吉川　光夫,25,14,5,0,0,0,5,3,2,0.737,668,173,0.2,108,6,45,1,4,158,3,1,35,33,1.71
2012,北海道日本ハムファイターズ,,若竹　竜士,2,0,0,0,0,0,0,0,0,0,14,2,0.1,3,1,3,0,1,0,0,0,1,1,3.86
2012,埼玉西武ライオンズ,*,石井　一久,24,10,5,0,0,0,2,2,1,0.667,560,132,0.1,126,14,44,0,4,74,4,0,57,49,3.33
2012,埼玉西武ライオンズ,*,ウィリアムス,55,4,3,4,25,29,0,0,0,0.571,185,42,0.1,30,0,23,2,7,41,2,2,11,8,1.7
2012,埼玉西武ライオンズ,,大石　達也,24,1,1,0,1,2,0,0,0,0.5,160,36,,39,2,12,0,4,24,3,0,15,11,2.75
2012,埼玉西武ライオンズ,,岡本　篤志,59,1,3,2,15,16,0,0,0,0.25,255,57,,66,5,17,1,4,39,0,0,32,26,4.11
2012,埼玉西武ライオンズ,,岡本　洋介,1,0,1,0,0,0,0,0,0,0,18,3,,7,0,1,0,1,1,3,0,5,5,15
2012,埼玉西武ライオンズ,,長田　秀一郎,53,2,1,1,26,28,0,0,0,0.667,181,46,0.1,28,5,11,2,2,26,0,0,16,13,2.53
2012,埼玉西武ライオンズ,*,菊池　雄星,14,4,3,1,0,0,0,0,0,0.571,339,81,0.1,75,5,25,0,1,57,3,0,34,28,3.1
2012,埼玉西武ライオンズ,,岸　孝之,26,11,12,0,0,0,4,1,1,0.478,729,187,0.2,141,9,40,0,4,150,3,0,52,51,2.45
2012,埼玉西武ライオンズ,,木村　文紀,8,0,0,0,0,0,0,0,0,0,59,14,,13,0,7,0,0,6,3,0,7,7,4.5
2012,埼玉西武ライオンズ,,ゴンザレス,16,2,5,3,0,0,0,0,0,0.286,121,23,,40,2,12,3,3,16,3,1,19,18,7.04
2012,埼玉西武ライオンズ,*,小石　博孝,9,1,1,0,0,0,0,0,0,0.5,100,22,0.1,18,1,15,1,3,7,3,0,10,10,4.03
2012,埼玉西武ライオンズ,*,武隈　祥太,14,1,2,0,2,2,0,0,0,0.333,145,31,0.2,34,2,12,1,4,17,4,0,21,17,4.83
2012,埼玉西武ライオンズ,,田中　靖洋,5,0,0,0,0,0,0,0,0,0,40,8,0.1,10,1,6,0,0,6,0,0,6,6,6.48
2012,埼玉西武ライオンズ,,十亀　剣,41,6,0,0,9,14,0,0,0,1,223,53,,50,4,17,2,3,41,1,0,16,16,2.72
2012,埼玉西武ライオンズ,,西口　文也,14,5,2,0,0,0,0,0,0,0.714,347,81,0.2,77,4,29,0,1,44,2,0,35,34,3.75
2012,埼玉西武ライオンズ,,野上　亮磨,23,8,5,0,0,0,0,0,0,0.615,496,115,0.1,128,8,36,0,5,49,4,0,42,38,2.97
2012,埼玉西武ライオンズ,,平野　将光,3,0,0,0,0,0,0,0,0,0,61,14,,19,3,2,0,0,5,1,0,6,5,3.21
2012,埼玉西武ライオンズ,,藤田　太陽,3,0,0,0,0,0,0,0,0,0,21,3,0.2,9,2,1,0,1,3,0,0,6,6,14.73
2012,埼玉西武ライオンズ,,藤原　良平,1,0,0,0,0,0,0,0,0,0,18,2,0.1,8,1,3,0,0,0,1,0,5,5,19.29
2012,埼玉西武ライオンズ,*,星野　智樹,6,0,0,0,0,0,0,0,0,0,19,3,0.1,7,0,2,1,0,4,0,0,4,4,10.8
2012,埼玉西武ライオンズ,,ＭＩＣＨＥＡＬ,17,0,3,1,4,4,0,0,0,0,96,22,,22,1,7,1,2,20,3,0,12,7,2.86
