年度,チーム,選手名,選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
2005,東京ヤクルトスワローズ,,リグス,107,329,310,49,95,25,1,14,164,44,4,3,0,2,15,1,2,64,9,0.306,0.529,0.34
2005,東京ヤクルトスワローズ,,度会　博文,45,64,60,1,7,1,0,0,8,0,0,1,3,0,1,0,0,10,0,0.117,0.133,0.131
2005,広島東洋カープ,*,浅井　樹,80,118,98,11,26,6,0,0,32,9,3,0,1,1,17,0,1,29,2,0.265,0.327,0.376
2005,広島東洋カープ,,天野　浩一,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,広島東洋カープ,*,天谷　宗一郎,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2005,広島東洋カープ,,新井　貴浩,142,587,541,91,165,30,1,43,326,94,3,3,1,3,37,1,5,126,16,0.305,0.603,0.353
2005,広島東洋カープ,,井生　崇光,4,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.333,0.333,0.333
2005,広島東洋カープ,,石原　慶幸,74,194,174,13,42,6,0,2,54,12,0,0,3,2,11,1,4,29,6,0.241,0.31,0.298
2005,広島東洋カープ,,梅津　智弘,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,広島東洋カープ,*,大島　崇行,7,9,7,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0
2005,広島東洋カープ,,大竹　寛,29,50,45,2,7,1,0,0,8,3,0,0,4,0,1,0,0,24,1,0.156,0.178,0.174
2005,広島東洋カープ,,緒方　孝市,122,490,431,60,132,22,2,21,221,57,3,5,2,3,46,6,8,65,2,0.306,0.513,0.381
2005,広島東洋カープ,*,尾形　佳紀,47,216,198,28,60,9,1,6,89,21,9,3,1,0,15,0,2,44,3,0.303,0.449,0.358
2005,広島東洋カープ,,小山田　保裕,18,33,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,16,1,0,0,0
2005,広島東洋カープ,,甲斐　雅人,4,8,8,1,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0.25,0.25,0.25
2005,広島東洋カープ,,木村　一喜,27,35,31,2,7,0,0,1,10,3,0,0,1,0,3,0,0,6,1,0.226,0.323,0.294
2005,広島東洋カープ,+,木村　拓也,111,354,313,32,77,9,0,2,92,16,3,5,13,0,26,2,2,41,9,0.246,0.294,0.308
2005,広島東洋カープ,,倉　義和,109,306,267,18,56,8,1,4,78,22,1,0,15,3,16,4,5,42,7,0.21,0.292,0.265
2005,広島東洋カープ,,栗原　健太,77,274,254,31,82,16,0,15,143,43,0,1,1,1,17,0,1,63,12,0.323,0.563,0.366
2005,広島東洋カープ,,黒田　博樹,29,67,61,3,4,0,1,0,6,2,1,0,4,0,2,0,0,31,0,0.066,0.098,0.095
2005,広島東洋カープ,*,小島　紳二郎,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2005,広島東洋カープ,,小林　幹英,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,広島東洋カープ,,佐々岡　真司,30,7,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0.143,0.143,0.143
2005,広島東洋カープ,*,佐竹　健太,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,広島東洋カープ,,澤崎　俊和,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,広島東洋カープ,*,嶋　重宣,144,625,560,77,161,23,0,27,265,77,4,2,0,7,53,1,5,112,10,0.288,0.473,0.35
2005,広島東洋カープ,*,末永　真史,65,77,72,11,20,1,0,2,27,7,4,1,0,1,3,0,1,17,0,0.278,0.375,0.312
2005,広島東洋カープ,*,高橋　建,14,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0
2005,広島東洋カープ,,田中　敬人,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,広島東洋カープ,*,玉山　健太,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,広島東洋カープ,,デイビー,18,35,34,0,1,0,0,0,1,0,0,0,1,0,0,0,0,9,1,0.029,0.029,0.029
2005,広島東洋カープ,,永川　勝浩,57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,広島東洋カープ,*,仁部　智,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,広島東洋カープ,*,野村　謙二郎,106,297,272,19,75,14,0,4,101,29,1,0,4,2,18,2,1,42,7,0.276,0.371,0.321
2005,広島東洋カープ,,長谷川　昌幸,24,16,14,0,2,1,0,0,3,0,0,0,2,0,0,0,0,8,0,0.143,0.214,0.143
2005,広島東洋カープ,,林　昌樹,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,広島東洋カープ,,比嘉　寿光,8,17,16,3,3,1,0,1,7,2,0,0,0,0,1,0,0,4,0,0.188,0.438,0.235
2005,広島東洋カープ,*,東出　輝裕,39,75,67,8,14,2,0,1,19,3,2,3,3,0,5,0,0,16,2,0.209,0.284,0.264
2005,広島東洋カープ,*,広池　浩司,41,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0.333,0.333,0.333
2005,広島東洋カープ,,廣瀬　純,43,43,39,4,12,2,0,0,14,2,0,1,0,1,2,0,1,14,1,0.308,0.359,0.349
2005,広島東洋カープ,,フェリシアーノ,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2005,広島東洋カープ,,フランコ,15,48,48,0,11,2,0,0,13,1,0,0,0,0,0,0,0,13,3,0.229,0.271,0.229
2005,広島東洋カープ,,福井　敬治,73,92,87,11,25,6,0,1,34,5,0,1,1,0,3,0,1,15,3,0.287,0.391,0.319
2005,広島東洋カープ,+,福地　寿樹,30,11,11,9,2,0,0,0,2,0,8,1,0,0,0,0,0,1,0,0.182,0.182,0.182
2005,広島東洋カープ,*,ベイル,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,広島東洋カープ,*,前田　智徳,146,590,540,77,172,25,1,32,295,87,1,2,0,0,44,2,6,43,9,0.319,0.546,0.376
2005,広島東洋カープ,*,松本　高明,28,60,54,10,14,0,0,0,14,1,2,2,0,0,5,0,1,18,0,0.259,0.259,0.333
2005,広島東洋カープ,,松本　奉文,30,46,33,7,10,4,0,1,17,6,0,0,2,0,5,0,6,12,1,0.303,0.515,0.477
2005,広島東洋カープ,,森　跳二,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,広島東洋カープ,*,森笠　繁,90,176,170,22,52,14,0,2,72,15,2,1,2,0,3,0,1,23,3,0.306,0.424,0.322
2005,広島東洋カープ,,山崎　浩司,96,247,208,23,53,4,0,1,60,9,1,0,31,1,4,0,3,40,3,0.255,0.288,0.278
2005,広島東洋カープ,,横山　竜士,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,広島東洋カープ,,ラロッカ,80,296,267,40,81,12,1,18,149,56,0,0,0,1,18,0,10,30,8,0.303,0.558,0.368
2005,広島東洋カープ,,レイボーン,11,21,18,0,1,0,0,0,1,1,0,0,2,0,1,0,0,12,0,0.056,0.056,0.105
2005,広島東洋カープ,,ロマノ,27,16,13,2,2,0,0,0,2,2,0,0,2,0,1,0,0,11,0,0.154,0.154,0.214
2005,福岡ソフトバンクホークス,,新垣　渚,22,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2005,福岡ソフトバンクホークス,,荒金　久雄,72,58,49,9,11,3,1,0,16,2,0,1,2,0,5,0,2,14,1,0.224,0.327,0.321
2005,福岡ソフトバンクホークス,,井手　正太郎,21,49,44,6,9,0,1,2,17,8,0,0,1,0,4,0,0,14,1,0.205,0.386,0.271
2005,福岡ソフトバンクホークス,,井出　竜也,77,63,55,4,10,4,0,1,17,4,1,0,1,0,7,1,0,17,1,0.182,0.309,0.274
2005,福岡ソフトバンクホークス,+,稲嶺　誉,41,54,45,9,10,4,1,0,16,4,5,1,3,1,5,1,0,10,0,0.222,0.356,0.294
2005,福岡ソフトバンクホークス,,大道　典嘉,20,27,25,3,7,1,0,1,11,7,0,0,0,1,1,0,0,5,2,0.28,0.44,0.296
2005,福岡ソフトバンクホークス,*,大村　直之,133,584,529,68,143,21,3,8,194,48,31,9,17,4,22,0,12,76,11,0.27,0.367,0.312
2005,福岡ソフトバンクホークス,,岡本　劼能,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,福岡ソフトバンクホークス,,カブレラ,131,505,454,53,135,23,1,8,184,58,3,7,2,4,41,6,4,78,17,0.297,0.405,0.358
2005,福岡ソフトバンクホークス,*,神内　靖,46,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,福岡ソフトバンクホークス,*,川崎　宗則,102,458,399,53,108,12,3,4,138,36,21,10,22,3,26,0,8,52,4,0.271,0.346,0.326
2005,福岡ソフトバンクホークス,*,城所　龍磨,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,福岡ソフトバンクホークス,,倉野　信次,15,4,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0.25
2005,福岡ソフトバンクホークス,,斉藤　和巳,23,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2005,福岡ソフトバンクホークス,,笹川　隆,10,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5
2005,福岡ソフトバンクホークス,,佐藤　誠,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,福岡ソフトバンクホークス,*,篠原　貴行,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,福岡ソフトバンクホークス,*,柴原　洋,59,210,188,23,50,7,0,1,60,15,0,1,3,1,15,0,3,29,1,0.266,0.319,0.329
2005,福岡ソフトバンクホークス,,城島　健司,116,463,411,70,127,22,4,24,229,57,3,4,0,2,33,4,16,32,19,0.309,0.557,0.381
2005,福岡ソフトバンクホークス,,ズレータ,131,526,461,80,147,20,1,43,298,99,0,1,0,6,44,6,15,119,14,0.319,0.646,0.392
2005,福岡ソフトバンクホークス,*,杉内　俊哉,26,10,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0.1,0.1,0.1
2005,福岡ソフトバンクホークス,,高橋　秀聡,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,福岡ソフトバンクホークス,,田口　昌徳,6,12,10,0,2,0,0,0,2,2,0,0,2,0,0,0,0,4,0,0.2,0.2,0.2
2005,福岡ソフトバンクホークス,,竹岡　和宏,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,福岡ソフトバンクホークス,,田之上　慶三郎,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2005,福岡ソフトバンクホークス,,辻　武史,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,福岡ソフトバンクホークス,,出口　雄大,10,8,6,1,2,1,0,0,3,0,0,0,1,0,1,0,0,1,0,0.333,0.5,0.429
2005,福岡ソフトバンクホークス,,寺原　隼人,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,福岡ソフトバンクホークス,,鳥越　裕介,110,158,139,16,33,3,2,0,40,17,2,1,9,0,10,0,0,31,5,0.237,0.288,0.289
2005,福岡ソフトバンクホークス,,バティスタ,135,591,559,78,147,29,1,27,259,90,3,2,0,5,23,0,4,115,14,0.263,0.463,0.294
2005,福岡ソフトバンクホークス,*,フェリシアーノ,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,福岡ソフトバンクホークス,,星野　順治,19,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
2005,福岡ソフトバンクホークス,*,本間　満,102,227,210,20,55,16,2,2,81,21,0,0,9,1,7,0,0,36,6,0.262,0.386,0.284
2005,福岡ソフトバンクホークス,*,松中　信彦,132,575,483,109,152,26,2,46,320,121,2,1,0,7,76,3,9,85,6,0.315,0.663,0.412
2005,福岡ソフトバンクホークス,,松本　輝,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,福岡ソフトバンクホークス,,的場　直樹,39,94,86,7,16,8,0,2,30,8,0,1,4,0,4,0,0,21,2,0.186,0.349,0.222
2005,福岡ソフトバンクホークス,,馬原　孝浩,42,3,3,1,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0.333,0.667,0.333
2005,福岡ソフトバンクホークス,*,三瀬　幸司,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,福岡ソフトバンクホークス,*,宮地　克彦,125,451,409,46,127,22,1,3,160,36,1,3,7,1,29,1,4,43,9,0.311,0.391,0.361
2005,福岡ソフトバンクホークス,,森本　学,6,5,4,1,1,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0.25,0.25,0.4
2005,福岡ソフトバンクホークス,,山崎　勝己,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5
2005,福岡ソフトバンクホークス,,山田　秋親,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,福岡ソフトバンクホークス,,山村　路直,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,福岡ソフトバンクホークス,,吉武　真太郎,61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,福岡ソフトバンクホークス,,吉本　龍生,6,6,6,0,2,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0.333,0.667,0.333
2005,福岡ソフトバンクホークス,,領健,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,福岡ソフトバンクホークス,*,和田　毅,25,11,7,1,2,0,0,0,2,0,0,0,3,0,1,0,0,4,0,0.286,0.286,0.375
2005,埼玉西武ライオンズ,,青木　勇人,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,+,赤田　将吾,131,478,427,56,116,19,3,3,150,24,20,6,18,1,30,0,2,93,8,0.272,0.351,0.322
2005,埼玉西武ライオンズ,,東　和政,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,,石井　貴,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,埼玉西武ライオンズ,*,石井　義人,125,471,414,48,129,25,3,6,178,38,7,5,1,1,51,3,4,74,9,0.312,0.43,0.391
2005,埼玉西武ライオンズ,+,上田　浩明,34,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,*,上本　達之,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2005,埼玉西武ライオンズ,*,大島　裕行,50,106,102,6,23,4,0,1,30,9,0,1,0,1,3,1,0,14,3,0.225,0.294,0.245
2005,埼玉西武ライオンズ,,大沼　幸二,31,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,,岡本　篤志,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,,長田　秀一郎,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,*,小関　竜也,47,104,86,10,17,3,1,0,22,1,0,0,6,0,8,0,4,16,1,0.198,0.256,0.296
2005,埼玉西武ライオンズ,,小野寺　力,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,,カブレラ,127,528,444,78,133,28,0,36,269,92,1,0,0,2,71,15,11,117,11,0.3,0.606,0.407
2005,埼玉西武ライオンズ,*,貝塚　政秀,70,168,150,15,39,9,0,2,54,14,2,1,0,0,18,0,0,33,0,0.26,0.36,0.339
2005,埼玉西武ライオンズ,,片岡　易之,81,219,194,29,51,10,0,4,73,16,6,1,14,1,9,0,1,21,1,0.263,0.376,0.298
2005,埼玉西武ライオンズ,,河原　純一,20,6,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.167,0.167,0.167
2005,埼玉西武ライオンズ,*,栗山　巧,84,316,286,45,85,11,2,10,130,28,1,0,2,1,24,1,3,59,4,0.297,0.455,0.357
2005,埼玉西武ライオンズ,,後藤　武敏,25,47,39,4,8,4,0,0,12,3,0,1,0,0,8,0,0,11,1,0.205,0.308,0.34
2005,埼玉西武ライオンズ,,佐藤　友亮,17,74,67,3,16,2,0,0,18,4,0,0,1,1,4,0,0,7,1,0.239,0.269,0.278
2005,埼玉西武ライオンズ,,Ｇ．Ｇ．佐藤,37,59,56,3,12,3,0,2,21,3,0,0,0,0,2,0,1,17,3,0.214,0.375,0.254
2005,埼玉西武ライオンズ,*,椎木　匠,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,,芝崎　和広,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,*,柴田　博之,9,12,12,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0.083,0.083,0.083
2005,埼玉西武ライオンズ,,許　銘傑,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,,正津　英志,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,*,高木　大成,13,22,17,1,2,1,0,0,3,3,0,1,0,1,4,0,0,5,0,0.118,0.176,0.273
2005,埼玉西武ライオンズ,*,高木　浩之,48,154,132,12,43,3,0,0,46,10,2,1,8,2,10,1,2,17,3,0.326,0.348,0.377
2005,埼玉西武ライオンズ,,高波　文一,64,132,114,15,23,3,0,0,26,5,10,1,5,0,13,0,0,13,1,0.202,0.228,0.283
2005,埼玉西武ライオンズ,,高山　久,21,30,29,2,6,1,1,1,12,4,0,0,0,0,1,0,0,2,0,0.207,0.414,0.233
2005,埼玉西武ライオンズ,,田崎　昌弘,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,*,田原　晃司,46,63,60,1,5,1,0,1,9,2,0,0,2,0,1,0,0,11,3,0.083,0.15,0.098
2005,埼玉西武ライオンズ,,豊田　清,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,,中島　裕之,118,444,405,56,111,21,2,11,169,60,11,3,3,3,22,3,11,67,17,0.274,0.417,0.327
2005,埼玉西武ライオンズ,,中村　剛也,80,259,237,40,62,13,1,22,143,57,0,2,0,1,16,1,5,62,7,0.262,0.603,0.32
2005,埼玉西武ライオンズ,,西口　文也,26,7,7,1,2,0,0,0,2,3,0,0,0,0,0,0,0,2,1,0.286,0.286,0.286
2005,埼玉西武ライオンズ,,野田　浩輔,26,52,48,3,11,2,0,1,16,6,0,0,0,1,3,0,0,8,3,0.229,0.333,0.269
2005,埼玉西武ライオンズ,,平尾　博嗣,18,46,42,5,10,1,0,1,14,4,0,0,0,1,3,0,0,13,2,0.238,0.333,0.283
2005,埼玉西武ライオンズ,,フェルナンデス,120,473,420,60,123,26,1,26,229,84,5,1,0,3,46,4,4,91,12,0.293,0.545,0.366
2005,埼玉西武ライオンズ,*,帆足　和幸,26,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2005,埼玉西武ライオンズ,*,星野　智樹,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,,細川　亨,113,348,289,25,56,12,1,8,94,32,0,0,27,1,29,1,2,86,4,0.194,0.325,0.271
2005,埼玉西武ライオンズ,,松坂　大輔,28,10,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.1,0.1,0.1
2005,埼玉西武ライオンズ,,水田　圭介,23,7,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.143
2005,埼玉西武ライオンズ,*,三井　浩二,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,埼玉西武ライオンズ,,宮越　徹,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,+,宮崎　一彰,10,7,7,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.143,0.143,0.143
2005,埼玉西武ライオンズ,*,森　慎二,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,,山岸　穣,14,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2005,埼玉西武ライオンズ,*,山崎　敏,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,*,ライト,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,埼玉西武ライオンズ,,涌井　秀章,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2005,埼玉西武ライオンズ,,和田　一浩,129,542,475,80,153,32,3,27,272,69,3,3,0,5,60,5,2,66,17,0.322,0.573,0.397
2005,千葉ロッテマリーンズ,*,李　承ヨプ,117,445,408,64,106,25,2,30,225,82,5,4,0,3,33,3,1,79,9,0.26,0.551,0.315
2005,千葉ロッテマリーンズ,*,井上　純,28,48,43,6,7,1,0,2,14,5,0,0,0,0,4,0,1,11,1,0.163,0.326,0.25
2005,千葉ロッテマリーンズ,,今江　敏晃,132,509,461,58,143,35,3,8,208,71,4,1,10,5,22,4,11,62,16,0.31,0.451,0.353
2005,千葉ロッテマリーンズ,,大塚　明,96,256,225,44,66,19,2,8,113,32,7,5,8,1,17,2,5,58,4,0.293,0.502,0.355
2005,千葉ロッテマリーンズ,*,大松　尚逸,3,8,7,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0.143,0.143,0.25
2005,千葉ロッテマリーンズ,,小野　晋吾,24,7,7,0,1,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0.143,0.286,0.143
2005,千葉ロッテマリーンズ,,垣内　哲也,24,43,38,3,5,2,0,0,7,3,0,0,0,0,5,0,0,21,0,0.132,0.184,0.233
2005,千葉ロッテマリーンズ,*,加藤　康介,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,千葉ロッテマリーンズ,*,川井　貴志,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,千葉ロッテマリーンズ,,神田　義英,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,千葉ロッテマリーンズ,,久保　康友,19,7,6,1,2,1,0,0,3,2,0,0,1,0,0,0,0,1,0,0.333,0.5,0.333
2005,千葉ロッテマリーンズ,,黒木　知宏,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,千葉ロッテマリーンズ,*,小坂　誠,118,367,321,64,91,14,6,4,129,31,26,11,10,1,29,0,6,47,3,0.283,0.402,0.353
2005,千葉ロッテマリーンズ,,小林　宏之,23,12,10,1,3,3,0,0,6,3,0,0,1,0,1,0,0,5,0,0.3,0.6,0.364
2005,千葉ロッテマリーンズ,,小林　雅英,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,千葉ロッテマリーンズ,,小宮山　悟,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,千葉ロッテマリーンズ,,サブロー,107,394,351,68,110,19,6,14,183,50,6,3,2,2,38,0,1,77,6,0.313,0.521,0.38
2005,千葉ロッテマリーンズ,,里崎　智也,94,333,297,40,90,19,2,10,143,52,1,0,6,2,25,0,3,74,7,0.303,0.481,0.361
2005,千葉ロッテマリーンズ,,清水　直行,23,11,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0
2005,千葉ロッテマリーンズ,,セラフィニ,27,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
2005,千葉ロッテマリーンズ,+,代田　建紀,31,26,22,9,2,0,0,0,2,1,3,1,1,0,2,0,1,7,0,0.091,0.091,0.2
2005,千葉ロッテマリーンズ,*,高木　晃次,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,千葉ロッテマリーンズ,,竹原　直隆,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2005,千葉ロッテマリーンズ,,辻　俊哉,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
2005,千葉ロッテマリーンズ,,手嶌　智,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,千葉ロッテマリーンズ,+,西岡　剛,122,493,447,80,120,22,11,4,176,48,41,9,6,4,31,0,5,51,6,0.268,0.394,0.32
2005,千葉ロッテマリーンズ,,パスクチ,33,120,102,21,29,3,0,8,56,20,1,1,0,0,18,0,0,38,2,0.284,0.549,0.392
2005,千葉ロッテマリーンズ,*,橋本　将,72,255,202,36,52,13,0,7,86,31,1,1,1,3,48,1,1,46,2,0.257,0.426,0.398
2005,千葉ロッテマリーンズ,,初芝　清,34,56,50,2,11,2,0,1,16,6,0,0,0,1,4,0,1,12,0,0.22,0.32,0.286
2005,千葉ロッテマリーンズ,,林　孝哉,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2005,千葉ロッテマリーンズ,*,平下　晃司,3,5,4,1,1,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0.25,0.5,0.4
2005,千葉ロッテマリーンズ,*,フランコ,129,520,464,73,139,28,0,21,230,78,2,2,1,1,52,1,2,90,7,0.3,0.496,0.372
2005,千葉ロッテマリーンズ,*,福浦　和也,114,491,434,54,130,25,1,6,175,72,0,2,0,9,39,0,9,55,5,0.3,0.403,0.363
2005,千葉ロッテマリーンズ,*,藤田　宗一,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,千葉ロッテマリーンズ,,ベニー,98,389,351,49,95,22,0,13,156,71,1,1,0,3,34,0,1,51,15,0.271,0.444,0.334
2005,千葉ロッテマリーンズ,*,塀内　久雄,15,20,19,2,4,2,0,0,6,1,0,1,1,0,0,0,0,7,0,0.211,0.316,0.211
2005,千葉ロッテマリーンズ,,堀　幸一,104,421,380,50,116,16,0,7,153,46,2,5,4,4,31,2,2,75,8,0.305,0.403,0.357
2005,千葉ロッテマリーンズ,*,諸積　兼司,87,35,32,11,8,3,1,0,13,3,1,1,1,0,2,0,0,7,0,0.25,0.406,0.294
2005,千葉ロッテマリーンズ,,薮田　安彦,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
